# format_version: 1
# kind	id	iri	label	aliases	parents	ontology	role	component_family	sequence_family	table1	table2
term	CL:4047029	https://identifiers.org/CL:4047029	post-arteriole capillary cell	http://purl.obolibrary.org/obo/CL_4047029	CL:0002144	CL	component_type	-	-	false	false
term	CL:4047030	https://identifiers.org/CL:4047030	pre-venule capillary cell	http://purl.obolibrary.org/obo/CL_4047030	CL:0002144	CL	component_type	-	-	false	false
term	CL:4047032	https://identifiers.org/CL:4047032	secretory pericyte	http://purl.obolibrary.org/obo/CL_4047032	CL:0000151|CL:0000669	CL	component_type	-	-	false	false
term	CL:4047034	https://identifiers.org/CL:4047034	smooth muscle cell of stomach	http://purl.obolibrary.org/obo/CL_4047034	CL:0000192	CL	component_type	-	-	false	false
term	CL:4047035	https://identifiers.org/CL:4047035	stomach smooth muscle outer longitudinal layer cell	http://purl.obolibrary.org/obo/CL_4047035	CL:4047034	CL	component_type	-	-	false	false
term	CL:4047036	https://identifiers.org/CL:4047036	stomach smooth muscle circular layer cell	http://purl.obolibrary.org/obo/CL_4047036	CL:4047034	CL	component_type	-	-	false	false
term	CL:4047037	https://identifiers.org/CL:4047037	stomach smooth muscle inner oblique layer cell	http://purl.obolibrary.org/obo/CL_4047037	CL:4047034	CL	component_type	-	-	false	false
term	CL:4047038	https://identifiers.org/CL:4047038	dogiel type I neuron	http://purl.obolibrary.org/obo/CL_4047038	CL:0000104|CL:0007011	CL	component_type	-	-	false	false
term	CL:4047040	https://identifiers.org/CL:4047040	smooth muscle circular layer cell	http://purl.obolibrary.org/obo/CL_4047040	CL:0000192	CL	component_type	-	-	false	false
term	CL:4047042	https://identifiers.org/CL:4047042	type 1 myenteric plexus glia	http://purl.obolibrary.org/obo/CL_4047042	CL:4040002	CL	component_type	-	-	false	false
term	CL:4047043	https://identifiers.org/CL:4047043	type 1 submucosal plexus glia	http://purl.obolibrary.org/obo/CL_4047043	CL:4040002	CL	component_type	-	-	false	false
term	CL:4047044	https://identifiers.org/CL:4047044	type 2 interganglionic glia	http://purl.obolibrary.org/obo/CL_4047044	CL:4040002	CL	component_type	-	-	false	false
term	CL:4047045	https://identifiers.org/CL:4047045	type 3 mucosal glia	http://purl.obolibrary.org/obo/CL_4047045	CL:4040002	CL	component_type	-	-	false	false
term	CL:4047047	https://identifiers.org/CL:4047047	type I enteric glial cell	http://purl.obolibrary.org/obo/CL_4047047	CL:4040002	CL	component_type	-	-	false	false
term	CL:4047048	https://identifiers.org/CL:4047048	type 4 muscularis propria glia	http://purl.obolibrary.org/obo/CL_4047048	CL:4040002	CL	component_type	-	-	false	false
term	CL:4047051	https://identifiers.org/CL:4047051	small intestine BEST4+ enterocyte	http://purl.obolibrary.org/obo/CL_4047051	CL:1000334|CL:4030026	CL	component_type	-	-	false	false
term	CL:4047052	https://identifiers.org/CL:4047052	BEST4+ colonocyte	http://purl.obolibrary.org/obo/CL_4047052	CL:1000347|CL:4030026	CL	component_type	-	-	false	false
term	CL:4047053	https://identifiers.org/CL:4047053	TREM2-positive macrophage	http://purl.obolibrary.org/obo/CL_4047053	CL:0000235	CL	component_type	-	-	false	false
term	CL:4047054	https://identifiers.org/CL:4047054	migratory dendritic cell	http://purl.obolibrary.org/obo/CL_4047054	CL:0000451	CL	component_type	-	-	false	false
term	CL:4047056	https://identifiers.org/CL:4047056	large mucus secreting cholangiocyte	http://purl.obolibrary.org/obo/CL_4047056	CL:0000319|CL:1000488|CL:1100001	CL	component_type	-	-	false	false
term	CL:4047060	https://identifiers.org/CL:4047060	BAG3-positive monocyte	http://purl.obolibrary.org/obo/CL_4047060	CL:0000576	CL	component_type	-	-	false	false
term	CL:4047101	https://identifiers.org/CL:4047101	liver-resident natural killer cell	http://purl.obolibrary.org/obo/CL_4047101	CL:0000623	CL	component_type	-	-	false	false
term	CL:4052001	https://identifiers.org/CL:4052001	multiciliated ependymal cell	http://purl.obolibrary.org/obo/CL_4052001	CL:0000065|CL:0005012	CL	component_type	-	-	false	false
term	CL:4052002	https://identifiers.org/CL:4052002	syncytial cell	http://purl.obolibrary.org/obo/CL_4052002	CL:0000228	CL	component_type	-	-	false	false
term	CL:4052003	https://identifiers.org/CL:4052003	intestinal villus capillary endothelial cell	http://purl.obolibrary.org/obo/CL_4052003	CL:0000131|CL:0000666|CL:0002144	CL	component_type	-	-	false	false
term	CL:4052004	https://identifiers.org/CL:4052004	intestinal fibroblastic reticular cell	http://purl.obolibrary.org/obo/CL_4052004	CL:0009101	CL	component_type	-	-	false	false
term	CL:4052005	https://identifiers.org/CL:4052005	intestinal subserosal fibroblast	http://purl.obolibrary.org/obo/CL_4052005	CL:0000057	CL	component_type	-	-	false	false
term	CL:4052006	https://identifiers.org/CL:4052006	intestinal enteroendocrine progenitor	http://purl.obolibrary.org/obo/CL_4052006	CL:0002563|CL:0011026	CL	component_type	-	-	false	false
term	CL:4052007	https://identifiers.org/CL:4052007	subepithelial intestinal fibroblast	http://purl.obolibrary.org/obo/CL_4052007	CL:0000057	CL	component_type	-	-	false	false
term	CL:4052008	https://identifiers.org/CL:4052008	crypt-bottom fibroblast	http://purl.obolibrary.org/obo/CL_4052008	CL:4052007	CL	component_type	-	-	false	false
term	CL:4052009	https://identifiers.org/CL:4052009	crypt-top fibroblast	http://purl.obolibrary.org/obo/CL_4052009	CL:4052007	CL	component_type	-	-	false	false
term	CL:4052010	https://identifiers.org/CL:4052010	pre-theca cell	http://purl.obolibrary.org/obo/CL_4052010	CL:0002132|CL:0002174	CL	component_type	-	-	false	false
term	CL:4052011	https://identifiers.org/CL:4052011	follicle associated enterocyte	http://purl.obolibrary.org/obo/CL_4052011	CL:0000584	CL	component_type	-	-	false	false
term	CL:4052012	https://identifiers.org/CL:4052012	interna theca cell	http://purl.obolibrary.org/obo/CL_4052012	CL:0000503|CL:0000593|CL:1100001	CL	component_type	-	-	false	false
term	CL:4052013	https://identifiers.org/CL:4052013	externa theca cell	http://purl.obolibrary.org/obo/CL_4052013	CL:0000503	CL	component_type	-	-	false	false
term	CL:4052014	https://identifiers.org/CL:4052014	pancreatic islet capillary endothelial cell	http://purl.obolibrary.org/obo/CL_4052014	CL:0000666|CL:0002144	CL	component_type	-	-	false	false
term	CL:4052015	https://identifiers.org/CL:4052015	endocrine gland capillary endothelial cell	http://purl.obolibrary.org/obo/CL_4052015	CL:0002144	CL	component_type	-	-	false	false
term	CL:4052016	https://identifiers.org/CL:4052016	pituitary gland capillary endothelial cell	http://purl.obolibrary.org/obo/CL_4052016	CL:0000666|CL:2000004|CL:2000044|CL:4052015	CL	component_type	-	-	false	false
term	CL:4052017	https://identifiers.org/CL:4052017	choroid plexus capillary endothelial cell	http://purl.obolibrary.org/obo/CL_4052017	CL:0000666|CL:0002144|CL:2000044	CL	component_type	-	-	false	false
term	CL:4052018	https://identifiers.org/CL:4052018	fallopian tube epithelial cell	http://purl.obolibrary.org/obo/CL_4052018	CL:0000066	CL	component_type	-	-	false	false
term	CL:4052019	https://identifiers.org/CL:4052019	fallopian tube non-ciliated epithelial cell	http://purl.obolibrary.org/obo/CL_4052019	CL:4052018	CL	component_type	-	-	false	false
term	CL:4052020	https://identifiers.org/CL:4052020	lung resident granzyme K-associated CD8 T cell	http://purl.obolibrary.org/obo/CL_4052020	CL:4033040|CL:4052021	CL	component_type	-	-	false	false
term	CL:4052021	https://identifiers.org/CL:4052021	granzyme K-associated CD8 T cell	http://purl.obolibrary.org/obo/CL_4052021	CL:0000909	CL	component_type	-	-	false	false
term	CL:4052022	https://identifiers.org/CL:4052022	fallopian tube smooth muscle cell	http://purl.obolibrary.org/obo/CL_4052022	CL:0000192	CL	component_type	-	-	false	false
term	CL:4052023	https://identifiers.org/CL:4052023	luminal endometrial unciliated epithelial cell	http://purl.obolibrary.org/obo/CL_4052023	CL:1001591|CL:4052050	CL	component_type	-	-	false	false
term	CL:4052026	https://identifiers.org/CL:4052026	type IIx muscle cell	http://purl.obolibrary.org/obo/CL_4052026	CL:0002212	CL	component_type	-	-	false	false
term	CL:4052027	https://identifiers.org/CL:4052027	atretic theca cell	http://purl.obolibrary.org/obo/CL_4052027	CL:4033089	CL	component_type	-	-	false	false
term	CL:4052028	https://identifiers.org/CL:4052028	uterine natural killer cell	http://purl.obolibrary.org/obo/CL_4052028	CL:0000623	CL	component_type	-	-	false	false
term	CL:4052029	https://identifiers.org/CL:4052029	subpleural fibroblast	http://purl.obolibrary.org/obo/CL_4052029	CL:0002553	CL	component_type	-	-	false	false
term	CL:4052030	https://identifiers.org/CL:4052030	adventitial fibroblast	http://purl.obolibrary.org/obo/CL_4052030	CL:0000057|CL:0000151|CL:0002503	CL	component_type	-	-	false	false
term	CL:4052031	https://identifiers.org/CL:4052031	respiratory airway secretory cell	http://purl.obolibrary.org/obo/CL_4052031	CL:0000082|CL:0002202|CL:0008055|CL:1000272	CL	component_type	-	-	false	false
term	CL:4052032	https://identifiers.org/CL:4052032	granzyme H-associated CD8 T cell	http://purl.obolibrary.org/obo/CL_4052032	CL:0000909	CL	component_type	-	-	false	false
term	CL:4052033	https://identifiers.org/CL:4052033	biliary tuft cell	http://purl.obolibrary.org/obo/CL_4052033	CL:0002204	CL	component_type	-	-	false	false
term	CL:4052034	https://identifiers.org/CL:4052034	tuft cell of thymus	http://purl.obolibrary.org/obo/CL_4052034	CL:0002204|CL:0002365	CL	component_type	-	-	false	false
term	CL:4052035	https://identifiers.org/CL:4052035	tuft cell of pancreatic duct	http://purl.obolibrary.org/obo/CL_4052035	CL:0000068|CL:0002204|CL:1001433	CL	component_type	-	-	false	false
term	CL:4052036	https://identifiers.org/CL:4052036	tuft cell of nasal cavity	http://purl.obolibrary.org/obo/CL_4052036	CL:0002204|CL:0002631	CL	component_type	-	-	false	false
term	CL:4052037	https://identifiers.org/CL:4052037	tuft cell of olfactory epithelium	http://purl.obolibrary.org/obo/CL_4052037	CL:0002167|CL:4052036	CL	component_type	-	-	false	false
term	CL:4052038	https://identifiers.org/CL:4052038	tuft cell of nasal cavity respiratory epithelium	http://purl.obolibrary.org/obo/CL_4052038	CL:4052036	CL	component_type	-	-	false	false
term	CL:4052039	https://identifiers.org/CL:4052039	tuft cell of submandibular gland	http://purl.obolibrary.org/obo/CL_4052039	CL:0002204|CL:0002251	CL	component_type	-	-	false	false
term	CL:4052040	https://identifiers.org/CL:4052040	tuft cell of stomach	http://purl.obolibrary.org/obo/CL_4052040	CL:0002178|CL:0002204	CL	component_type	-	-	false	false
term	CL:4052041	https://identifiers.org/CL:4052041	tuft cell of auditory tube	http://purl.obolibrary.org/obo/CL_4052041	CL:0002204|CL:0002491	CL	component_type	-	-	false	false
term	CL:4052042	https://identifiers.org/CL:4052042	tuft cell of urethra	http://purl.obolibrary.org/obo/CL_4052042	CL:0002204|CL:1000296	CL	component_type	-	-	false	false
term	CL:4052045	https://identifiers.org/CL:4052045	steroidogenic stromal cell of ovary	http://purl.obolibrary.org/obo/CL_4052045	CL:0002132	CL	component_type	-	-	false	false
term	CL:4052046	https://identifiers.org/CL:4052046	early luteal cell	http://purl.obolibrary.org/obo/CL_4052046	CL:0000175	CL	component_type	-	-	false	false
term	CL:4052047	https://identifiers.org/CL:4052047	late luteal cell	http://purl.obolibrary.org/obo/CL_4052047	CL:0000175	CL	component_type	-	-	false	false
term	CL:4052048	https://identifiers.org/CL:4052048	intercalated cell of salivary gland	http://purl.obolibrary.org/obo/CL_4052048	CL:0000068|CL:1001596	CL	component_type	-	-	false	false
term	CL:4052049	https://identifiers.org/CL:4052049	striated cell of salivary gland	http://purl.obolibrary.org/obo/CL_4052049	CL:0000068|CL:0000075|CL:1001596	CL	component_type	-	-	false	false
term	CL:4052050	https://identifiers.org/CL:4052050	luminal epithelial cell of endometrium	http://purl.obolibrary.org/obo/CL_4052050	CL:0002149	CL	component_type	-	-	false	false
term	CL:4052051	https://identifiers.org/CL:4052051	uterine natural killer cell 1, human	http://purl.obolibrary.org/obo/CL_4052051	CL:4052028	CL	component_type	-	-	false	false
term	CL:4052052	https://identifiers.org/CL:4052052	uterine natural killer cell 2, human	http://purl.obolibrary.org/obo/CL_4052052	CL:4052028	CL	component_type	-	-	false	false
term	CL:4052053	https://identifiers.org/CL:4052053	uterine natural killer cell 3, human	http://purl.obolibrary.org/obo/CL_4052053	CL:4052028	CL	component_type	-	-	false	false
term	CL:4052055	https://identifiers.org/CL:4052055	mature NK T cell, human	http://purl.obolibrary.org/obo/CL_4052055	CL:0000814	CL	component_type	-	-	false	false
term	CL:4052058	https://identifiers.org/CL:4052058	Merkel cell of epidermis	http://purl.obolibrary.org/obo/CL_4052058	CL:0000242|CL:0000362	CL	component_type	-	-	false	false
term	CL:4052060	https://identifiers.org/CL:4052060	spinous cell	http://purl.obolibrary.org/obo/CL_4052060	CL:0000312	CL	component_type	-	-	false	false
term	CL:4052061	https://identifiers.org/CL:4052061	epidermal keratinocyte	http://purl.obolibrary.org/obo/CL_4052061	CL:0000312|CL:0000362	CL	component_type	-	-	false	false
term	CL:4052062	https://identifiers.org/CL:4052062	onychofibroblast	http://purl.obolibrary.org/obo/CL_4052062	CL:0002620	CL	component_type	-	-	false	false
term	CL:4052063	https://identifiers.org/CL:4052063	nail bed keratinocyte	http://purl.obolibrary.org/obo/CL_4052063	CL:4052061	CL	component_type	-	-	false	false
term	CL:4052064	https://identifiers.org/CL:4052064	nail matrix keratinocyte	http://purl.obolibrary.org/obo/CL_4052064	CL:4052061	CL	component_type	-	-	false	false
term	CL:4052065	https://identifiers.org/CL:4052065	serous acinar cell of salivary gland	http://purl.obolibrary.org/obo/CL_4052065	CL:0002623|CL:0020059	CL	component_type	-	-	false	false
term	CL:4052066	https://identifiers.org/CL:4052066	mucous acinar cell of salivary gland	http://purl.obolibrary.org/obo/CL_4052066	CL:0000319|CL:0002623	CL	component_type	-	-	false	false
term	CL:4052067	https://identifiers.org/CL:4052067	seromucous acinar cell of salivary gland	http://purl.obolibrary.org/obo/CL_4052067	CL:0000159|CL:0002623	CL	component_type	-	-	false	false
term	CL:4052069	https://identifiers.org/CL:4052069	excretory duct cell of salivary gland	http://purl.obolibrary.org/obo/CL_4052069	CL:0000068|CL:1001596	CL	component_type	-	-	false	false
term	CL:4052070	https://identifiers.org/CL:4052070	dual-feature fallopian tube progenitor cell	http://purl.obolibrary.org/obo/CL_4052070	CL:0000255|CL:0011026	CL	component_type	-	-	false	false
term	CL:4052071	https://identifiers.org/CL:4052071	quiescent fibroblast	http://purl.obolibrary.org/obo/CL_4052071	CL:0000057	CL	component_type	-	-	false	false
term	CL:4052108	https://identifiers.org/CL:4052108	IgD-negative class switched memory B cell	http://purl.obolibrary.org/obo/CL_4052108	CL:0000972|CL:0001053	CL	component_type	-	-	false	false
term	CL:4070010	https://identifiers.org/CL:4070010	gastric mill neuron	http://purl.obolibrary.org/obo/CL_4070010	CL:0000100	CL	component_type	-	-	false	false
term	CL:4070011	https://identifiers.org/CL:4070011	lateral gastric neuron	http://purl.obolibrary.org/obo/CL_4070011	CL:0000100	CL	component_type	-	-	false	false
term	CL:4070012	https://identifiers.org/CL:4070012	inferior cardiac neuron	http://purl.obolibrary.org/obo/CL_4070012	CL:0000100	CL	component_type	-	-	false	false
term	CL:4070013	https://identifiers.org/CL:4070013	ventricular dilator motor neuron	http://purl.obolibrary.org/obo/CL_4070013	CL:0000100	CL	component_type	-	-	false	false
term	CL:4070014	https://identifiers.org/CL:4070014	pyloric motor neuron	http://purl.obolibrary.org/obo/CL_4070014	CL:0000100	CL	component_type	-	-	false	false
term	CL:4070015	https://identifiers.org/CL:4070015	pyloric dilator neuron	http://purl.obolibrary.org/obo/CL_4070015	CL:0000100	CL	component_type	-	-	false	false
term	CL:4070016	https://identifiers.org/CL:4070016	anterior burster neuron	http://purl.obolibrary.org/obo/CL_4070016	CL:0000099	CL	component_type	-	-	false	false
term	CL:4070017	https://identifiers.org/CL:4070017	lateral pyloric motor neuron	http://purl.obolibrary.org/obo/CL_4070017	CL:0000100	CL	component_type	-	-	false	false
term	CL:4072001	https://identifiers.org/CL:4072001	newly formed oligodendrocyte	http://purl.obolibrary.org/obo/CL_4072001	CL:0000123|CL:0000128	CL	component_type	-	-	false	false
term	CL:4072002	https://identifiers.org/CL:4072002	myelin-forming oligodendrocyte	http://purl.obolibrary.org/obo/CL_4072002	CL:0000128	CL	component_type	-	-	false	false
term	CL:4072003	https://identifiers.org/CL:4072003	mature myelinating oligodendrocyte	http://purl.obolibrary.org/obo/CL_4072003	CL:0000128	CL	component_type	-	-	false	false
term	CL:4072005	https://identifiers.org/CL:4072005	A8 dopaminergic neuron	http://purl.obolibrary.org/obo/CL_4072005	CL:2000097	CL	component_type	-	-	false	false
term	CL:4072006	https://identifiers.org/CL:4072006	A9 dopaminergic neuron	http://purl.obolibrary.org/obo/CL_4072006	CL:0008060|CL:4042025	CL	component_type	-	-	false	false
term	CL:4072007	https://identifiers.org/CL:4072007	A10 dopaminergic neuron	http://purl.obolibrary.org/obo/CL_4072007	CL:2000097	CL	component_type	-	-	false	false
term	CL:4072008	https://identifiers.org/CL:4072008	A11 dopaminergic neuron	http://purl.obolibrary.org/obo/CL_4072008	CL:0000700|CL:0012001	CL	component_type	-	-	false	false
term	CL:4072009	https://identifiers.org/CL:4072009	A12 dopaminergic neuron	http://purl.obolibrary.org/obo/CL_4072009	CL:0000700|CL:0012001	CL	component_type	-	-	false	false
term	CL:4072010	https://identifiers.org/CL:4072010	A13 dopaminergic neuron	http://purl.obolibrary.org/obo/CL_4072010	CL:0000700|CL:0012001	CL	component_type	-	-	false	false
term	CL:4072011	https://identifiers.org/CL:4072011	A14 dopaminergic neuron	http://purl.obolibrary.org/obo/CL_4072011	CL:0000700|CL:2000029	CL	component_type	-	-	false	false
term	CL:4072012	https://identifiers.org/CL:4072012	A15 dopaminergic neuron	http://purl.obolibrary.org/obo/CL_4072012	CL:0000700|CL:0012001	CL	component_type	-	-	false	false
term	CL:4072013	https://identifiers.org/CL:4072013	A16 dopaminergic neuron	http://purl.obolibrary.org/obo/CL_4072013	CL:0000700|CL:0011005|CL:1001434	CL	component_type	-	-	false	false
term	CL:4072014	https://identifiers.org/CL:4072014	tanycyte of vascular organ of lamina terminalis	http://purl.obolibrary.org/obo/CL_4072014	CL:0002085|CL:2000030	CL	component_type	-	-	false	false
term	CL:4072015	https://identifiers.org/CL:4072015	monocyte-derived Kupffer cell	http://purl.obolibrary.org/obo/CL_4072015	CL:0000091	CL	component_type	-	-	false	false
term	CL:4072016	https://identifiers.org/CL:4072016	NPY interneuron	http://purl.obolibrary.org/obo/CL_4072016	CL:0011005	CL	component_type	-	-	false	false
term	CL:4072017	https://identifiers.org/CL:4072017	agouti-related protein expressing neuron	http://purl.obolibrary.org/obo/CL_4072017	CL:0000617|CL:0012001	CL	component_type	-	-	false	false
term	CL:4072018	https://identifiers.org/CL:4072018	pacemaker neuron	http://purl.obolibrary.org/obo/CL_4072018	CL:0000540	CL	component_type	-	-	false	false
term	CL:4072019	https://identifiers.org/CL:4072019	SCN pacemaker neuron	http://purl.obolibrary.org/obo/CL_4072019	CL:0012001	CL	component_type	-	-	false	false
term	CL:4072021	https://identifiers.org/CL:4072021	corticotropin-releasing neuron	http://purl.obolibrary.org/obo/CL_4072021	CL:0000099|CL:0000165|CL:0000467	CL	component_type	-	-	false	false
term	CL:4072022	https://identifiers.org/CL:4072022	Lamp5 Lhx6 GABAergic interneuron (Homo sapiens)	http://purl.obolibrary.org/obo/CL_4072022	CL:4042013	CL	component_type	-	-	false	false
term	CL:4072027	https://identifiers.org/CL:4072027	sst GABAergic interneuron (Homo sapiens)	http://purl.obolibrary.org/obo/CL_4072027	CL:4023017	CL	component_type	-	-	false	false
term	CL:4072029	https://identifiers.org/CL:4072029	pvalb GABAergic interneuron (Homo sapiens)	http://purl.obolibrary.org/obo/CL_4072029	CL:4023018	CL	component_type	-	-	false	false
term	CL:4072031	https://identifiers.org/CL:4072031	sst chodl GABAergic interneuron (Homo sapiens)	http://purl.obolibrary.org/obo/CL_4072031	CL:4023121	CL	component_type	-	-	false	false
term	CL:4072032	https://identifiers.org/CL:4072032	VIP GABAergic interneuron (Homo sapiens)	http://purl.obolibrary.org/obo/CL_4072032	CL:4023016	CL	component_type	-	-	false	false
term	CL:4072034	https://identifiers.org/CL:4072034	lamp5 GABAergic interneuron (Homo sapiens)	http://purl.obolibrary.org/obo/CL_4072034	CL:4023011	CL	component_type	-	-	false	false
term	CL:4072035	https://identifiers.org/CL:4072035	sncg GABAergic interneuron (Homo sapiens)	http://purl.obolibrary.org/obo/CL_4072035	CL:4023015	CL	component_type	-	-	false	false
term	CL:4072036	https://identifiers.org/CL:4072036	PAX6 GABAergic interneuron (Homo sapiens)	http://purl.obolibrary.org/obo/CL_4072036	CL:4042032	CL	component_type	-	-	false	false
term	CL:4072037	https://identifiers.org/CL:4072037	L2/3 intratelencephalic projecting glutamatergic neuron (Homo sapiens)	http://purl.obolibrary.org/obo/CL_4072037	CL:4030059	CL	component_type	-	-	false	false
term	CL:4072038	https://identifiers.org/CL:4072038	L5 intratelencephalic projecting glutamatergic neuron (Homo sapiens)	http://purl.obolibrary.org/obo/CL_4072038	CL:4030064	CL	component_type	-	-	false	false
term	CL:4072039	https://identifiers.org/CL:4072039	L4 intratelencephalic projecting glutamatergic neuron (Homo sapiens)	http://purl.obolibrary.org/obo/CL_4072039	CL:4030063	CL	component_type	-	-	false	false
term	CL:4072040	https://identifiers.org/CL:4072040	L6 intratelencephalic projecting Car3 glutamatergic neuron (Homo sapiens)	http://purl.obolibrary.org/obo/CL_4072040	CL:4030068	CL	component_type	-	-	false	false
term	CL:4072041	https://identifiers.org/CL:4072041	L6 intratelencephalic projecting glutamatergic neuron (Homo sapiens)	http://purl.obolibrary.org/obo/CL_4072041	CL:4030065	CL	component_type	-	-	false	false
term	CL:4072042	https://identifiers.org/CL:4072042	L5/6 near-projecting glutamatergic neuron (Homo sapiens)	http://purl.obolibrary.org/obo/CL_4072042	CL:4030067	CL	component_type	-	-	false	false
term	CL:4072043	https://identifiers.org/CL:4072043	L5 extratelencephalic projecting glutamatergic cortical neuron (Homo sapiens)	http://purl.obolibrary.org/obo/CL_4072043	CL:4023041	CL	component_type	-	-	false	false
term	CL:4072044	https://identifiers.org/CL:4072044	L6 corticothalamic-projecting glutamatergic cortical neuron (Homo sapiens)	http://purl.obolibrary.org/obo/CL_4072044	CL:4023042	CL	component_type	-	-	false	false
term	CL:4072045	https://identifiers.org/CL:4072045	L6b glutamatergic cortical neuron (Homo sapiens)	http://purl.obolibrary.org/obo/CL_4072045	CL:4023038	CL	component_type	-	-	false	false
term	CL:4072046	https://identifiers.org/CL:4072046	pvalb chandelier GABAergic interneuron (Homo sapiens)	http://purl.obolibrary.org/obo/CL_4072046	CL:4023036	CL	component_type	-	-	false	false
term	CL:4072102	https://identifiers.org/CL:4072102	Purkinje layer interneuron	http://purl.obolibrary.org/obo/CL_4072102	CL:4023057	CL	component_type	-	-	false	false
term	CL:4072103	https://identifiers.org/CL:4072103	hair follicle dermal stem cell	http://purl.obolibrary.org/obo/CL_4072103	CL:0000134|CL:0002559	CL	component_type	-	-	false	false
term	CL:4072104	https://identifiers.org/CL:4072104	fibrochondrocyte	http://purl.obolibrary.org/obo/CL_4072104	CL:0000138	CL	component_type	-	-	false	false
term	CL:4079000	https://identifiers.org/CL:4079000	cervical dorsal root ganglion CGRP neuron	http://purl.obolibrary.org/obo/CL_4079000	CL:1001451	CL	component_type	-	-	false	false
term	CL:4079001	https://identifiers.org/CL:4079001	cervical dorsal root ganglion endothelin-1 neuron	http://purl.obolibrary.org/obo/CL_4079001	CL:1001451	CL	component_type	-	-	false	false
term	CL:4079002	https://identifiers.org/CL:4079002	cervical dorsal root ganglion Nav1.7 neuron	http://purl.obolibrary.org/obo/CL_4079002	CL:1001451	CL	component_type	-	-	false	false
term	CL:4079003	https://identifiers.org/CL:4079003	cervical dorsal root ganglion Nav1.9 neuron	http://purl.obolibrary.org/obo/CL_4079003	CL:1001451	CL	component_type	-	-	false	false
term	CL:4079004	https://identifiers.org/CL:4079004	cervical dorsal root ganglion peripherin neuron	http://purl.obolibrary.org/obo/CL_4079004	CL:1001451	CL	component_type	-	-	false	false
term	CL:4079005	https://identifiers.org/CL:4079005	cervical dorsal root ganglion Piezo2 neuron	http://purl.obolibrary.org/obo/CL_4079005	CL:1001451	CL	component_type	-	-	false	false
term	CL:4079006	https://identifiers.org/CL:4079006	cervical dorsal root ganglion RET neuron	http://purl.obolibrary.org/obo/CL_4079006	CL:1001451	CL	component_type	-	-	false	false
term	CL:4079007	https://identifiers.org/CL:4079007	cervical dorsal root ganglion substance P neuron	http://purl.obolibrary.org/obo/CL_4079007	CL:1001451	CL	component_type	-	-	false	false
term	CL:4079008	https://identifiers.org/CL:4079008	cervical dorsal root ganglion TRPV1 neuron	http://purl.obolibrary.org/obo/CL_4079008	CL:1001451	CL	component_type	-	-	false	false
term	CL:4079010	https://identifiers.org/CL:4079010	intrinsic cardiac ganglion TH neuron	http://purl.obolibrary.org/obo/CL_4079010	CL:0000107	CL	component_type	-	-	false	false
term	CL:4079011	https://identifiers.org/CL:4079011	lumbar dorsal root ganglion CGRP neuron	http://purl.obolibrary.org/obo/CL_4079011	CL:1001451	CL	component_type	-	-	false	false
term	CL:4079012	https://identifiers.org/CL:4079012	lumbar dorsal root ganglion endothelin-1 neuron	http://purl.obolibrary.org/obo/CL_4079012	CL:1001451	CL	component_type	-	-	false	false
term	CL:4079013	https://identifiers.org/CL:4079013	lumbar dorsal root ganglion Nav1.7 neuron	http://purl.obolibrary.org/obo/CL_4079013	CL:1001451	CL	component_type	-	-	false	false
term	CL:4079014	https://identifiers.org/CL:4079014	lumbar dorsal root ganglion Nav1.9 neuron	http://purl.obolibrary.org/obo/CL_4079014	CL:1001451	CL	component_type	-	-	false	false
term	CL:4079015	https://identifiers.org/CL:4079015	lumbar dorsal root ganglion peripherin neuron	http://purl.obolibrary.org/obo/CL_4079015	CL:1001451	CL	component_type	-	-	false	false
term	CL:4079016	https://identifiers.org/CL:4079016	lumbar dorsal root ganglion Piezo2 neuron	http://purl.obolibrary.org/obo/CL_4079016	CL:1001451	CL	component_type	-	-	false	false
term	CL:4079017	https://identifiers.org/CL:4079017	lumbar dorsal root ganglion RET neuron	http://purl.obolibrary.org/obo/CL_4079017	CL:1001451	CL	component_type	-	-	false	false
term	CL:4079018	https://identifiers.org/CL:4079018	lumbar dorsal root ganglion substance P neuron	http://purl.obolibrary.org/obo/CL_4079018	CL:1001451	CL	component_type	-	-	false	false
term	CL:4079019	https://identifiers.org/CL:4079019	lumbar dorsal root ganglion TRPV1 neuron	http://purl.obolibrary.org/obo/CL_4079019	CL:1001451	CL	component_type	-	-	false	false
term	CL:4079020	https://identifiers.org/CL:4079020	sacral dorsal root ganglion CGRP neuron	http://purl.obolibrary.org/obo/CL_4079020	CL:1001451	CL	component_type	-	-	false	false
term	CL:4079021	https://identifiers.org/CL:4079021	sacral dorsal root ganglion endothelin-1 neuron	http://purl.obolibrary.org/obo/CL_4079021	CL:1001451	CL	component_type	-	-	false	false
term	CL:4079022	https://identifiers.org/CL:4079022	sacral dorsal root ganglion Nav1.7 neuron	http://purl.obolibrary.org/obo/CL_4079022	CL:1001451	CL	component_type	-	-	false	false
term	CL:4079023	https://identifiers.org/CL:4079023	sacral dorsal root ganglion Nav1.9 neuron	http://purl.obolibrary.org/obo/CL_4079023	CL:1001451	CL	component_type	-	-	false	false
term	CL:4079024	https://identifiers.org/CL:4079024	sacral dorsal root ganglion peripherin neuron	http://purl.obolibrary.org/obo/CL_4079024	CL:1001451	CL	component_type	-	-	false	false
